GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021500010,359,201935,James Harden,1610612745,Houston Rockets,3,3,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,48,247,1,0,20151028,HOU,DEN
Shot Chart Detail,0021500010,382,201935,James Harden,1610612745,Houston Rockets,3,0,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-107,237,1,0,20151028,HOU,DEN
Shot Chart Detail,0021500010,455,201935,James Harden,1610612745,Houston Rockets,4,6,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,130,239,1,0,20151028,HOU,DEN
Shot Chart Detail,0021500010,491,201935,James Harden,1610612745,Houston Rockets,4,3,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,48,244,1,0,20151028,HOU,DEN
Shot Chart Detail,0021500010,516,201935,James Harden,1610612745,Houston Rockets,4,2,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,11,1,1,20151028,HOU,DEN
Shot Chart Detail,0021500010,525,201935,James Harden,1610612745,Houston Rockets,4,1,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,1,269,1,0,20151028,HOU,DEN
Shot Chart Detail,0021500030,40,201935,James Harden,1610612745,Houston Rockets,1,8,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-165,190,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,73,201935,James Harden,1610612745,Houston Rockets,1,5,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-184,190,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,81,201935,James Harden,1610612745,Houston Rockets,1,5,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,98,201935,James Harden,1610612745,Houston Rockets,1,4,24,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,11,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,112,201935,James Harden,1610612745,Houston Rockets,1,3,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-76,154,1,1,20151030,HOU,GSW
Shot Chart Detail,0021500030,161,201935,James Harden,1610612745,Houston Rockets,2,11,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-112,144,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,192,201935,James Harden,1610612745,Houston Rockets,2,8,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-19,262,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,228,201935,James Harden,1610612745,Houston Rockets,2,6,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-183,183,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,249,201935,James Harden,1610612745,Houston Rockets,2,4,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,7,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,267,201935,James Harden,1610612745,Houston Rockets,2,2,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,141,1,1,20151030,HOU,GSW
Shot Chart Detail,0021500030,291,201935,James Harden,1610612745,Houston Rockets,2,1,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,0,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,316,201935,James Harden,1610612745,Houston Rockets,3,11,14,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-84,146,1,1,20151030,HOU,GSW
Shot Chart Detail,0021500030,369,201935,James Harden,1610612745,Houston Rockets,3,6,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-201,170,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,406,201935,James Harden,1610612745,Houston Rockets,3,2,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,252,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,434,201935,James Harden,1610612745,Houston Rockets,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,10,262,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,488,201935,James Harden,1610612745,Houston Rockets,4,7,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,15,249,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500030,490,201935,James Harden,1610612745,Houston Rockets,4,7,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,1,20151030,HOU,GSW
Shot Chart Detail,0021500030,503,201935,James Harden,1610612745,Houston Rockets,4,6,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,45,247,1,0,20151030,HOU,GSW
Shot Chart Detail,0021500041,7,201935,James Harden,1610612745,Houston Rockets,1,10,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,150,193,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,60,201935,James Harden,1610612745,Houston Rockets,1,6,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20151101,MIA,HOU
Shot Chart Detail,0021500041,67,201935,James Harden,1610612745,Houston Rockets,1,5,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-1,1,1,20151101,MIA,HOU
Shot Chart Detail,0021500041,88,201935,James Harden,1610612745,Houston Rockets,1,4,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-96,129,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,118,201935,James Harden,1610612745,Houston Rockets,1,1,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-197,139,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,188,201935,James Harden,1610612745,Houston Rockets,2,8,0,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-4,242,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,203,201935,James Harden,1610612745,Houston Rockets,2,6,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,184,169,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,279,201935,James Harden,1610612745,Houston Rockets,2,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,169,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,320,201935,James Harden,1610612745,Houston Rockets,3,6,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,13,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,373,201935,James Harden,1610612745,Houston Rockets,3,3,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,247,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,459,201935,James Harden,1610612745,Houston Rockets,4,7,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-101,223,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,471,201935,James Harden,1610612745,Houston Rockets,4,6,2,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,87,154,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,477,201935,James Harden,1610612745,Houston Rockets,4,5,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,104,229,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,487,201935,James Harden,1610612745,Houston Rockets,4,4,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,58,244,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500041,510,201935,James Harden,1610612745,Houston Rockets,4,2,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,208,1,0,20151101,MIA,HOU
Shot Chart Detail,0021500049,47,201935,James Harden,1610612745,Houston Rockets,1,6,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-38,174,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,53,201935,James Harden,1610612745,Houston Rockets,1,6,5,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,96,105,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,57,201935,James Harden,1610612745,Houston Rockets,1,5,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,220,110,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,65,201935,James Harden,1610612745,Houston Rockets,1,5,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,7,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,95,201935,James Harden,1610612745,Houston Rockets,1,3,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-7,287,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,105,201935,James Harden,1610612745,Houston Rockets,1,2,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,16,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,177,201935,James Harden,1610612745,Houston Rockets,2,7,33,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,68,11,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,190,201935,James Harden,1610612745,Houston Rockets,2,6,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-74,16,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,215,201935,James Harden,1610612745,Houston Rockets,2,5,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,219,201935,James Harden,1610612745,Houston Rockets,2,4,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,224,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,263,201935,James Harden,1610612745,Houston Rockets,2,1,43,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,0,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,291,201935,James Harden,1610612745,Houston Rockets,2,0,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-7,223,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,295,201935,James Harden,1610612745,Houston Rockets,2,0,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,110,218,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,330,201935,James Harden,1610612745,Houston Rockets,3,9,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,199,149,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,346,201935,James Harden,1610612745,Houston Rockets,3,7,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,362,201935,James Harden,1610612745,Houston Rockets,3,6,34,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,66,110,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,370,201935,James Harden,1610612745,Houston Rockets,3,5,40,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,7,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,382,201935,James Harden,1610612745,Houston Rockets,3,4,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,151,198,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,397,201935,James Harden,1610612745,Houston Rockets,3,3,33,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-122,149,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,449,201935,James Harden,1610612745,Houston Rockets,3,0,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-1,254,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,508,201935,James Harden,1610612745,Houston Rockets,4,7,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,510,201935,James Harden,1610612745,Houston Rockets,4,6,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-30,247,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,536,201935,James Harden,1610612745,Houston Rockets,4,3,46,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-124,228,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,556,201935,James Harden,1610612745,Houston Rockets,4,2,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-104,242,1,1,20151102,HOU,OKC
Shot Chart Detail,0021500049,578,201935,James Harden,1610612745,Houston Rockets,4,0,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,184,169,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500049,581,201935,James Harden,1610612745,Houston Rockets,4,0,20,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-1,247,1,0,20151102,HOU,OKC
Shot Chart Detail,0021500064,9,201935,James Harden,1610612745,Houston Rockets,1,11,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,68,201935,James Harden,1610612745,Houston Rockets,1,4,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1,20151104,HOU,ORL
Shot Chart Detail,0021500064,74,201935,James Harden,1610612745,Houston Rockets,1,3,43,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-37,-1,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,187,201935,James Harden,1610612745,Houston Rockets,2,7,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,104,219,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,197,201935,James Harden,1610612745,Houston Rockets,2,6,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,200,1,1,20151104,HOU,ORL
Shot Chart Detail,0021500064,226,201935,James Harden,1610612745,Houston Rockets,2,4,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-11,175,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,268,201935,James Harden,1610612745,Houston Rockets,2,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,68,234,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,270,201935,James Harden,1610612745,Houston Rockets,2,0,8,Made Shot,Step Back Bank Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-63,198,1,1,20151104,HOU,ORL
Shot Chart Detail,0021500064,310,201935,James Harden,1610612745,Houston Rockets,3,9,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,15,247,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,358,201935,James Harden,1610612745,Houston Rockets,3,4,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,9,247,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,410,201935,James Harden,1610612745,Houston Rockets,3,0,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-192,159,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,412,201935,James Harden,1610612745,Houston Rockets,3,0,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,155,139,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,421,201935,James Harden,1610612745,Houston Rockets,4,11,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,11,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,426,201935,James Harden,1610612745,Houston Rockets,4,10,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,97,219,1,1,20151104,HOU,ORL
Shot Chart Detail,0021500064,486,201935,James Harden,1610612745,Houston Rockets,4,4,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,213,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,494,201935,James Harden,1610612745,Houston Rockets,4,4,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,520,201935,James Harden,1610612745,Houston Rockets,4,2,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,215,120,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,574,201935,James Harden,1610612745,Houston Rockets,5,4,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,187,149,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,588,201935,James Harden,1610612745,Houston Rockets,5,3,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,0,1,1,20151104,HOU,ORL
Shot Chart Detail,0021500064,595,201935,James Harden,1610612745,Houston Rockets,5,2,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-17,169,1,1,20151104,HOU,ORL
Shot Chart Detail,0021500064,600,201935,James Harden,1610612745,Houston Rockets,5,2,10,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,119,111,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500064,617,201935,James Harden,1610612745,Houston Rockets,5,0,50,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,218,1,0,20151104,HOU,ORL
Shot Chart Detail,0021500084,98,201935,James Harden,1610612745,Houston Rockets,1,3,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-158,124,1,0,20151106,SAC,HOU
Shot Chart Detail,0021500084,163,201935,James Harden,1610612745,Houston Rockets,2,10,44,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,16,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,172,201935,James Harden,1610612745,Houston Rockets,2,9,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,120,8,1,0,20151106,SAC,HOU
Shot Chart Detail,0021500084,200,201935,James Harden,1610612745,Houston Rockets,2,7,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-197,151,1,0,20151106,SAC,HOU
Shot Chart Detail,0021500084,203,201935,James Harden,1610612745,Houston Rockets,2,7,15,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-45,31,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,206,201935,James Harden,1610612745,Houston Rockets,2,6,56,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,76,11,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,236,201935,James Harden,1610612745,Houston Rockets,2,4,49,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,119,-1,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,242,201935,James Harden,1610612745,Houston Rockets,2,4,9,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,16,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,259,201935,James Harden,1610612745,Houston Rockets,2,3,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,16,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,264,201935,James Harden,1610612745,Houston Rockets,2,2,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,22,249,1,0,20151106,SAC,HOU
Shot Chart Detail,0021500084,289,201935,James Harden,1610612745,Houston Rockets,2,0,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-240,95,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,291,201935,James Harden,1610612745,Houston Rockets,2,0,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,7,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,337,201935,James Harden,1610612745,Houston Rockets,3,7,32,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-12,154,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,375,201935,James Harden,1610612745,Houston Rockets,3,4,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,182,165,1,1,20151106,SAC,HOU
Shot Chart Detail,0021500084,377,201935,James Harden,1610612745,Houston Rockets,3,4,16,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,233,65,1,0,20151106,SAC,HOU
Shot Chart Detail,0021500084,465,201935,James Harden,1610612745,Houston Rockets,4,10,21,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,33,1,0,20151106,SAC,HOU
